mac_cnt_1m,mac_cnt_2m,mac_cnt_3m,mac_cnt_d1m,mac_cnt_d2m,mac_cnt_d3m,mac_cnt_p1m,mac_cnt_p2m,mac_cnt_p3m,client_id
160453,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,79428
125783,,,,0.0,0.0,0.0,,,,96301
25668,,,,0.0,0.0,0.0,,,,156504
83351,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,184581
100277,1.0,2.0,4.0,0.0,-0.3333333333333333,0.3333333333333333,1.0,3.0,3.0,10563
66088,,,,0.0,0.0,0.0,,,,5721
128546,,,,0.0,0.0,0.0,,,,71315
51161,,,,0.0,0.0,0.0,,,,143060
40269,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,189313
84128,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,139274
139601,,,,0.0,0.0,0.0,,,,28471
114199,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,136078
18014,,,,0.0,0.0,0.0,,,,161447
64607,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,62242
23644,,,,0.0,0.0,0.0,,,,150944
29167,,,,0.0,0.0,0.0,,,,18672
90908,,,,0.0,0.0,0.0,,,,51009
129382,,,,0.0,0.0,0.0,,,,117464
105199,,,,0.0,0.0,0.0,,,,50878
91489,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,11265
152909,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,126978
40707,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,166183
33591,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,188701
97692,,,,0.0,0.0,0.0,,,,111793
158600,,,,0.0,0.0,0.0,,,,86076
119693,,,,0.0,0.0,0.0,,,,196645
74954,,,,0.0,0.0,0.0,,,,109532
76468,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,191211
3775,,,,0.0,0.0,0.0,,,,108886
25707,,,,0.0,0.0,0.0,,,,82195
123597,,,,0.0,0.0,0.0,,,,81085
65800,1.0,2.0,3.0,0.0,0.0,-0.4,1.0,2.0,5.0,140886
123424,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,43024
148104,,,,0.0,0.0,0.0,,,,121125
134041,,,,0.0,0.0,0.0,,,,170993
147837,1.0,4.0,5.0,-0.6666666666666667,1.0,0.6666666666666667,3.0,2.0,3.0,173446
156219,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,191208
124623,,,,0.0,0.0,0.0,,,,123830
70164,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,166813
144452,,,,0.0,0.0,0.0,,,,121476
60689,,,,0.0,0.0,0.0,,,,45139
93544,,,,0.0,0.0,0.0,,,,132408
106967,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,20439
68785,,,,0.0,0.0,0.0,,,,93499
1290,,,,0.0,0.0,0.0,,,,175716
38473,,,,0.0,0.0,0.0,,,,59693
40528,1.0,3.0,4.0,-0.5,0.0,0.0,2.0,3.0,4.0,58554
31388,,,,0.0,0.0,0.0,,,,88678
2619,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,195274
88041,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,140845
76280,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,165669
38755,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,188494
52439,,,,0.0,0.0,0.0,,,,91182
53028,,,,0.0,0.0,0.0,,,,15538
12612,,,,0.0,0.0,0.0,,,,132978
147875,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,12869
15090,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,109786
6947,,,,0.0,0.0,0.0,,,,157498
65939,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,120688
55740,,,,0.0,0.0,0.0,,,,147913
44747,,,,0.0,0.0,0.0,,,,115644
120264,,,,0.0,0.0,0.0,,,,198642
142864,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,191668
159331,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,76951
79332,,,,0.0,0.0,0.0,,,,45704
70383,,,,0.0,0.0,0.0,,,,180399
91146,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,64789
153375,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,121050
78966,,,,0.0,0.0,0.0,,,,124701
81056,,,,0.0,0.0,0.0,,,,37159
130987,,,,0.0,0.0,0.0,,,,33206
46920,,,,0.0,0.0,0.0,,,,47308
80519,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,197284
50789,,,,0.0,0.0,0.0,,,,133199
23646,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,63192
20814,,,,0.0,0.0,0.0,,,,17273
84728,,,,0.0,0.0,0.0,,,,18533
11070,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,55894
25070,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,147853
110054,,,,0.0,0.0,0.0,,,,84682
76223,,,,0.0,0.0,0.0,,,,192675
72428,,,,0.0,0.0,0.0,,,,9449
133974,,,,0.0,0.0,0.0,,,,174757
113471,,,,0.0,0.0,0.0,,,,112300
147847,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,136431
140021,,,,0.0,0.0,0.0,,,,125367
55213,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,168007
155820,,,,0.0,0.0,0.0,,,,81569
88737,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,151867
14647,1.0,2.0,3.0,0.0,-0.5,-0.4,1.0,4.0,5.0,198497
51777,,,,0.0,0.0,0.0,,,,45911
139255,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,62396
3912,,,,0.0,0.0,0.0,,,,189662
154547,,,,0.0,0.0,0.0,,,,143923
34560,,,,0.0,0.0,0.0,,,,90619
79103,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,56881
155404,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,121309
102527,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,157935
60322,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,107391
49931,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,34044
128200,,,,0.0,0.0,0.0,,,,6548
21455,,,,0.0,0.0,0.0,,,,32470
117295,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,187554
30329,,,,0.0,0.0,0.0,,,,39314
129823,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,181112
20254,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,33088
4677,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,92460
60564,,,,0.0,0.0,0.0,,,,45880
90876,,,,0.0,0.0,0.0,,,,197174
11735,,,,0.0,0.0,0.0,,,,178612
120309,1.0,2.0,2.0,0.0,1.0,1.0,1.0,,,87173
83047,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,122390
23763,,,,0.0,0.0,0.0,,,,103905
133086,,,,0.0,0.0,0.0,,,,64800
136965,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,52368
97175,,,,0.0,0.0,0.0,,,,58000
67016,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,93810
33001,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,136697
7510,,,,0.0,0.0,0.0,,,,2986
46454,,,,0.0,0.0,0.0,,,,89258
29360,,,,0.0,0.0,0.0,,,,110271
156988,,,,0.0,0.0,0.0,,,,17034
96791,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,74156
35142,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,103843
54470,,,,0.0,0.0,0.0,,,,186781
101698,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,36671
141395,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,56102
137316,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,175358
81792,,,,0.0,0.0,0.0,,,,26056
60645,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,15675
153651,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,18270
73879,2.0,4.0,5.0,0.0,0.3333333333333333,0.25,2.0,3.0,4.0,21127
121998,2.0,4.0,5.0,0.0,1.0,0.6666666666666667,2.0,2.0,3.0,101669
110979,,,,0.0,0.0,0.0,,,,13277
47144,,,,0.0,0.0,0.0,,,,57112
24024,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,21092
86414,2.0,4.0,6.0,0.0,0.3333333333333333,0.0,2.0,3.0,6.0,83103
62172,,,,0.0,0.0,0.0,,,,200722
155773,,,,0.0,0.0,0.0,,,,1375
158132,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,133308
123153,,,,0.0,0.0,0.0,,,,61989
59478,1.0,2.0,4.0,0.0,-0.3333333333333333,0.0,1.0,3.0,4.0,95215
129540,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,22283
86973,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,94564
74211,,,,0.0,0.0,0.0,,,,193589
50427,,,,0.0,0.0,0.0,,,,62453
49451,1.0,3.0,4.0,-0.5,0.0,-0.2,2.0,3.0,5.0,175305
33214,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,99965
59956,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,43982
60443,,,,0.0,0.0,0.0,,,,102347
85471,1.0,2.0,3.0,0.0,-0.3333333333333333,0.0,1.0,3.0,3.0,188876
139899,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,161098
125045,,,,0.0,0.0,0.0,,,,68763
70565,,,,0.0,0.0,0.0,,,,42942
129258,,,,0.0,0.0,0.0,,,,6997
139823,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,153497
20754,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,44276
54274,,,,0.0,0.0,0.0,,,,112676
155111,,,,0.0,0.0,0.0,,,,72512
79571,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,15494
63479,,,,0.0,0.0,0.0,,,,124889
33858,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,82243
64264,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,155523
82198,,,,0.0,0.0,0.0,,,,53555
146259,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,200556
89847,,,,0.0,0.0,0.0,,,,156691
50351,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,151660
62804,,,,0.0,0.0,0.0,,,,112491
92945,,,,0.0,0.0,0.0,,,,65493
52493,,,,0.0,0.0,0.0,,,,23635
122812,,,,0.0,0.0,0.0,,,,64153
32466,,,,0.0,0.0,0.0,,,,190541
123619,,,,0.0,0.0,0.0,,,,64162
94710,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,157755
57479,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,127160
85884,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,182326
159592,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,60644
94897,,,,0.0,0.0,0.0,,,,128923
53652,,,,0.0,0.0,0.0,,,,52029
149398,,,,0.0,0.0,0.0,,,,76617
154239,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,102500
8574,,,,0.0,0.0,0.0,,,,8837
135976,,,,0.0,0.0,0.0,,,,109437
32985,,,,0.0,0.0,0.0,,,,119562
150588,,,,0.0,0.0,0.0,,,,7342
52163,,,,0.0,0.0,0.0,,,,76420
90033,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,175228
89225,,,,0.0,0.0,0.0,,,,183290
108421,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,176243
34757,,,,0.0,0.0,0.0,,,,33839
21005,,,,0.0,0.0,0.0,,,,32460
80767,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,57659
97357,,,,0.0,0.0,0.0,,,,109968
75114,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,154072
109528,,,,0.0,0.0,0.0,,,,143612
157140,,,,0.0,0.0,0.0,,,,4161
118823,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,34256
93651,,,,0.0,0.0,0.0,,,,31482
89897,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,156317
110175,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,152921
80263,,,,0.0,0.0,0.0,,,,138011
155946,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,163445
7736,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,189395
151556,,,,0.0,0.0,0.0,,,,67518
76434,,,,0.0,0.0,0.0,,,,197695
118544,,,,0.0,0.0,0.0,,,,56434
149460,1.0,3.0,4.0,-0.5,0.0,0.0,2.0,3.0,4.0,82669
100497,,,,0.0,0.0,0.0,,,,87042
37529,,,,0.0,0.0,0.0,,,,158706
84302,,,,0.0,0.0,0.0,,,,62687
132922,,,,0.0,0.0,0.0,,,,27938
57265,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,177729
11039,,,,0.0,0.0,0.0,,,,39266
27685,,,,0.0,0.0,0.0,,,,43799
27869,,,,0.0,0.0,0.0,,,,152254
61005,,,,0.0,0.0,0.0,,,,37531
93927,,,,0.0,0.0,0.0,,,,102057
86312,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,181108
90931,,,,0.0,0.0,0.0,,,,28543
71970,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,7964
74587,,,,0.0,0.0,0.0,,,,163879
155182,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,112443
136225,,,,0.0,0.0,0.0,,,,170344
33186,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,42023
37476,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,89675
26298,,,,0.0,0.0,0.0,,,,164365
30597,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,135716
135290,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,141364
131225,,,,0.0,0.0,0.0,,,,32344
86792,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,114287
20488,,,,0.0,0.0,0.0,,,,52064
112907,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,149742
99162,,,,0.0,0.0,0.0,,,,25907
25546,,,,0.0,0.0,0.0,,,,17331
51424,,,,0.0,0.0,0.0,,,,195759
64432,,,,0.0,0.0,0.0,,,,51185
116465,,,,0.0,0.0,0.0,,,,30335
146317,,,,0.0,0.0,0.0,,,,8024
82544,,,,0.0,0.0,0.0,,,,131145
155136,,,,0.0,0.0,0.0,,,,95588
91360,,,,0.0,0.0,0.0,,,,62511
33903,,,,0.0,0.0,0.0,,,,79461
26243,,,,0.0,0.0,0.0,,,,114137
95097,,,,0.0,0.0,0.0,,,,93834
139458,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,78500
65625,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,187373
50415,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,33004
48868,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,174728
98378,,,,0.0,0.0,0.0,,,,111415
128329,,,,0.0,0.0,0.0,,,,120667
57134,,,,0.0,0.0,0.0,,,,150031
155474,,,,0.0,0.0,0.0,,,,26134
69342,,,,0.0,0.0,0.0,,,,13196
108437,,,,0.0,0.0,0.0,,,,133728
80027,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,183392
42617,,,,0.0,0.0,0.0,,,,81134
13410,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,175882
43762,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,120905
50640,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,79990
99750,,,,0.0,0.0,0.0,,,,146322
67153,,,,0.0,0.0,0.0,,,,190598
99008,,,,0.0,0.0,0.0,,,,103780
24152,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,199186
105836,,,,0.0,0.0,0.0,,,,13162
58267,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,41736
72520,,,,0.0,-1.0,-1.0,,1.0,3.0,196745
78103,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,8237
75700,,,,0.0,0.0,0.0,,,,81912
77891,,,,0.0,0.0,0.0,,,,55850
109609,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,162770
121108,,,,0.0,0.0,0.0,,,,84167
138506,,,,0.0,0.0,0.0,,,,59458
39831,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,7575
4208,,,,0.0,0.0,0.0,,,,182866
49045,2.0,4.0,5.0,0.0,1.0,4.0,2.0,2.0,1.0,79480
46031,,,,0.0,0.0,0.0,,,,172650
98359,,,,0.0,0.0,0.0,,,,79064
88330,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,151009
52588,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,104236
70664,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,108680
147379,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,178222
30850,,,,0.0,0.0,0.0,,,,175397
127031,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,67736
138858,,,,0.0,0.0,0.0,,,,134230
23111,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,176098
35356,,,,0.0,0.0,0.0,,,,75029
56364,,,,0.0,0.0,0.0,,,,67009
22845,,,,0.0,0.0,0.0,,,,28962
141224,,,,0.0,0.0,0.0,,,,154188
155764,,,,0.0,0.0,0.0,,,,19862
51468,,,,0.0,0.0,0.0,,,,149562
53106,,,,0.0,0.0,0.0,,,,60760
118322,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,189534
35210,,,,0.0,0.0,0.0,,,,132169
124597,,,,0.0,0.0,0.0,,,,158281
42060,,,,0.0,0.0,0.0,,,,94716
38394,,,,0.0,0.0,0.0,,,,175713
104465,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,192337
91013,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,169292
126627,,,,0.0,0.0,0.0,,,,165178
7665,,,,0.0,0.0,0.0,,,,82322
64664,,,,0.0,0.0,0.0,,,,146681
75364,,,,0.0,0.0,0.0,,,,42039
142191,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,94991
9553,2.0,4.0,6.0,0.0,0.3333333333333333,1.0,2.0,3.0,3.0,9981
65281,,,,0.0,0.0,0.0,,,,59456
143994,,,,0.0,0.0,0.0,,,,40260
98724,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,175681
144034,,,,0.0,0.0,0.0,,,,48233
96920,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,77028
71588,,,,0.0,0.0,0.0,,,,132543
11985,,,,0.0,0.0,0.0,,,,94988
25684,,,,0.0,0.0,0.0,,,,30594
137537,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,80756
77101,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,41489
19887,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,186327
94266,,,,0.0,0.0,0.0,,,,168425
115646,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,25513
48119,,,,0.0,0.0,0.0,,,,199524
112226,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,16215
19767,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,76644
20103,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,5353
7710,,,,0.0,0.0,0.0,,,,189191
126118,1.0,5.0,6.0,-0.75,1.5,0.5,4.0,2.0,4.0,159370
41792,,,,0.0,0.0,0.0,,,,165253
97081,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,26555
116608,,,,0.0,0.0,0.0,,,,120409
148083,,,,0.0,0.0,0.0,,,,2529
106121,,,,0.0,0.0,0.0,,,,100247
71431,,,,0.0,0.0,0.0,,,,108264
136419,,,,0.0,0.0,0.0,,,,96653
159715,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,50858
159735,,,,0.0,0.0,0.0,,,,30482
155423,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,182418
77381,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,29721
150356,,,,0.0,0.0,0.0,,,,190748
46961,,,,0.0,0.0,0.0,,,,187621
123357,,,,0.0,0.0,0.0,,,,49054
52835,2.0,4.0,6.0,0.0,-0.2,1.0,2.0,5.0,3.0,101279
114848,,,,0.0,0.0,0.0,,,,128329
149411,,,,0.0,0.0,0.0,,,,179772
23706,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,114289
33619,,,,0.0,0.0,0.0,,,,75857
69408,,,,0.0,0.0,0.0,,,,34285
126632,,,,0.0,0.0,0.0,,,,154239
44498,,,,0.0,0.0,0.0,,,,153744
95018,,,,0.0,0.0,0.0,,,,129759
9509,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,50696
40138,,,,0.0,0.0,0.0,,,,179837
52561,,,,0.0,0.0,0.0,,,,59804
129340,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,23686
153142,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,174413
146940,,,,0.0,0.0,0.0,,,,113100
102058,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,169512
19386,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,184297
110642,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,46120
6958,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,124066
153310,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,185488
35457,,,,0.0,0.0,0.0,,,,178670
3713,,,,0.0,0.0,0.0,,,,117848
103875,,,,0.0,0.0,0.0,,,,120977
22619,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,178215
21316,,,,0.0,0.0,0.0,,,,25193
46783,,,,0.0,0.0,0.0,,,,155774
20944,,,,0.0,0.0,0.0,,,,177564
139624,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,59911
89269,,,,0.0,0.0,0.0,,,,76352
78730,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,71787
10401,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,102342
20704,,,,0.0,0.0,0.0,,,,151335
22837,,,,0.0,0.0,0.0,,,,43252
92823,,,,0.0,0.0,0.0,,,,105767
38076,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,135837
148063,,,,0.0,0.0,0.0,,,,118401
140373,,,,0.0,0.0,0.0,,,,108597
45623,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,123319
75088,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,181096
43587,,,,0.0,0.0,0.0,,,,88497
96572,,,,0.0,0.0,0.0,,,,116174
139215,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,148665
25577,,,,0.0,0.0,0.0,,,,51921
57816,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,132248
23050,,,,0.0,0.0,0.0,,,,952
54914,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,60151
133026,,,,0.0,0.0,0.0,,,,18679
48120,,,,0.0,0.0,0.0,,,,74539
106771,,,,0.0,0.0,0.0,,,,77541
20106,,,,0.0,0.0,0.0,,,,81505
38818,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,57090
137549,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,147677
154260,1.0,2.0,3.0,0.0,-0.5,-0.5714285714285714,1.0,4.0,7.0,161672
155735,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,127464
79760,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,163151
97629,,,,0.0,0.0,0.0,,,,155936
158299,,,1.0,0.0,-1.0,-0.6666666666666667,,2.0,3.0,145942
53141,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,184722
106098,1.0,3.0,5.0,-0.5,-0.25,0.25,2.0,4.0,4.0,170970
135780,,,,0.0,0.0,0.0,,,,108205
78524,,,,0.0,0.0,0.0,,,,52261
154139,,,,0.0,0.0,0.0,,,,197149
71956,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,57925
135692,,,,0.0,0.0,0.0,,,,104190
5668,,,,0.0,0.0,0.0,,,,178675
154142,3.0,4.0,6.0,2.0,0.3333333333333333,1.0,1.0,3.0,3.0,111026
102580,,,,0.0,0.0,0.0,,,,27410
52863,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,181044
86422,,,,0.0,0.0,0.0,,,,6303
12833,,,,0.0,0.0,0.0,,,,188033
39058,,,,0.0,0.0,0.0,,,,197905
54717,,,,0.0,0.0,0.0,,,,19836
20376,,,,0.0,0.0,0.0,,,,144444
111864,,,,0.0,0.0,0.0,,,,54275
154868,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,143526
57233,,,,0.0,0.0,0.0,,,,137922
83196,,,,0.0,0.0,0.0,,,,520
137191,,,,0.0,0.0,0.0,,,,119163
36912,,,,0.0,0.0,0.0,,,,23428
74576,,,,0.0,0.0,0.0,,,,151293
28781,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,12258
110178,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,130374
93445,,,,0.0,0.0,0.0,,,,75758
2889,,,,0.0,0.0,0.0,,,,29587
9978,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,164555
45284,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,178245
4115,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,189868
76829,,,,0.0,0.0,0.0,,,,9129
43195,,,,0.0,0.0,0.0,,,,145363
66989,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,86723
23069,,,,0.0,0.0,0.0,,,,67369
7878,,,,0.0,0.0,0.0,,,,196889
38734,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,9743
2194,,,,0.0,0.0,0.0,,,,123017
