hex_id10_1m,hex_id11_1m,hex_id12_1m,hex_id6_1m,hex_id7_1m,hex_id8_1m,hex_id9_1m,client_id
11063,,,,,,,,190029
126788,,,,,,,,32005
99078,,,,,,,,171814
131213,,,,,,,,73462
117233,,,,,,,,21529
107640,,,,,,,,163153
43562,,,,,,,,165102
56516,,,,,,,,94629
99705,,,,,,,,66363
96409,,,,,,,,77840
120510,,,,,,,,117047
73670,,,,,,,,103134
87691,,,,,,,,87505
118929,,,,,,,,191473
142240,,,,,,,,138472
14640,,,,,,,,156989
61888,,,,,,,,96720
24057,,,,,,,,136604
18165,,,,,,,,91560
42390,,,,,,,,97280
69302,,,,,,,,160295
93087,,,,,,,,114785
117054,,,,,,,,7694
8349,,,,,,,,83291
139634,,,,,,,,11533
9099,,,,,,,,164875
10795,,,,,,,,87979
50754,,,,,,,,133767
86586,,,,,,,,122162
2951,,,,,,,,63496
132993,,,,,,,,182141
71928,,,,,,,,108247
132820,,,,,,,,57291
34806,,,,,,,,105649
6275,,,,,,,,46042
159450,,,,,,,,14568
52444,,,,,,,,198361
70945,,,,,,,,64838
109139,,,,,,,,167124
2723,,,,,,,,107836
24560,,,,,,,,159852
88933,,,,,,,,72838
39429,,,,,,,,49886
144693,,,,,,,,162047
130451,,,,,,,,77158
17336,,,,,,,,110406
85795,,,,,,,,166511
146706,,,,,,,,1451
100914,,,,,,,,35357
141383,,,,,,,,197740
17339,,,,,,,,15275
150727,,,,,,,,180397
121601,,,,,,,,22018
145024,,,,,,,,68328
135634,,,,,,,,200653
98258,,,,,,,,164253
8017,,,,,,,,177930
53366,,,,,,,,30225
139192,,,,,,,,78060
96401,,,,,,,,65371
25516,,,,,,,,8041
132762,,,,,,,,153553
2508,,,,,,,,423
90837,,,,,,,,873
100428,,,,,,,,137871
130015,,,,,,,,17162
87955,,,,,,,,838
69936,,,,,,,,121450
31319,,,,,,,,132156
126810,,,,,,,,43140
55823,,,,,,,,104369
88008,,,,,,,,146248
105002,,,,,,,,138432
134691,,,,,,,,200520
110401,,,,,,,,4734
47274,,,,,,,,72593
124939,,,,,,,,32718
42852,,,,,,,,20203
70282,,,,,,,,68122
111892,,,,,,,,26519
99637,,,,,,,,137778
69782,,,,,,,,152957
49769,,,,,,,,169524
75596,,,,,,,,40454
54513,,,,,,,,36351
133221,,,,,,,,18622
142021,,,,,,,,112191
48729,,,,,,,,124033
149703,,,,,,,,152092
102113,,,,,,,,64084
102778,,,,,,,,91914
2981,,,,,,,,75011
53560,,,,,,,,94421
113083,,,,,,,,195147
148892,,,,,,,,151129
65759,,,,,,,,32974
5106,,,,,,,,76720
142104,,,,,,,,14099
47403,,,,,,,,196548
34709,,,,,,,,95458
96325,,,,,,,,92999
16536,,,,,,,,145651
46412,,,,,,,,130584
154837,,,,,,,,110988
142243,,,,,,,,60616
106166,,,,,,,,10779
45563,,,,,,,,131234
115137,,,,,,,,68928
66272,,,,,,,,35572
60854,,,,,,,,199449
127283,,,,,,,,81722
88888,,,,,,,,109681
25779,,,,,,,,136660
27931,,,,,,,,143185
62809,,,,,,,,164069
8733,,,,,,,,185969
172,,,,,,,,68572
41019,,,,,,,,116165
95268,,,,,,,,148557
73685,,,,,,,,32698
77308,,,,,,,,50832
7029,,,,,,,,58756
895,,,,,,,,127725
50137,,,,,,,,76803
67240,,,,,,,,96589
116345,,,,,,,,42365
115825,,,,,,,,154782
127689,,,,,,,,138694
42552,,,,,,,,133161
48373,,,,,,,,117371
20355,,,,,,,,115332
113243,,,,,,,,195194
126662,,,,,,,,30244
16781,,,,,,,,157200
6393,,,,,,,,3702
102765,,,,,,,,60718
148823,,,,,,,,93545
90160,,,,,,,,104318
124417,,,,,,,,14634
138925,,,,,,,,195782
39006,,,,,,,,9939
160236,,,,,,,,124551
138945,,,,,,,,10364
146376,,,,,,,,188483
137352,,,,,,,,181801
123201,,,,,,,,199288
46962,,,,,,,,92805
16303,,,,,,,,191652
139013,,,,,,,,51225
141203,,,,,,,,161626
42818,,,,,,,,163821
52781,,,,,,,,134426
94245,,,,,,,,101377
134553,,,,,,,,13621
113011,,,,,,,,77613
48874,,,,,,,,22159
113557,,,,,,,,161131
128532,,,,,,,,57694
210,,,,,,,,43290
134659,,,,,,,,4438
29907,,,,,,,,45161
9399,,,,,,,,98671
33378,,,,,,,,15861
137300,,,,,,,,9992
127548,,,,,,,,130050
128937,,,,,,,,123287
87784,,,,,,,,190962
135411,,,,,,,,113346
13,,,,,,,,119524
37293,,,,,,,,134170
21919,,,,,,,,119699
91339,,,,,,,,6876
31211,,,,,,,,121668
106618,,,,,,,,161987
90527,,,,,,,,82585
113784,,,,,,,,95738
142829,,,,,,,,190180
125605,,,,,,,,148509
14315,,,,,,,,69832
49319,,,,,,,,122004
108299,,,,,,,,72577
129926,,,,,,,,159191
21365,,,,,,,,146003
59129,,,,,,,,73348
146708,,,,,,,,79731
119141,,,,,,,,15834
120454,,,,,,,,7950
11601,,,,,,,,55910
133914,,,,,,,,52827
54464,,,,,,,,187871
114742,,,,,,,,14247
134283,,,,,,,,197756
66107,,,,,,,,62848
89743,,,,,,,,14641
5004,,,,,,,,31916
21466,,,,,,,,133553
49668,,,,,,,,118427
62947,,,,,,,,167274
51484,,,,,,,,154398
9236,,,,,,,,102345
5229,,,,,,,,102960
64209,,,,,,,,174573
21269,,,,,,,,83642
158383,,,,,,,,128907
155333,,,,,,,,48838
93130,,,,,,,,105473
92477,,,,,,,,123755
126966,,,,,,,,102673
34975,,,,,,,,23777
56871,,,,,,,,52723
11904,,,,,,,,187616
92136,,,,,,,,129054
30032,,,,,,,,195095
119221,,,,,,,,71420
152060,,,,,,,,69565
110055,,,,,,,,172601
138674,,,,,,,,146224
125589,,,,,,,,78004
115792,,,,,,,,71078
8052,,,,,,,,84420
145223,,,,,,,,194664
76046,,,,,,,,91981
128178,,,,,,,,18558
131793,,,,,,,,196308
118688,,,,,,,,11276
135911,,,,,,,,196782
71298,,,,,,,,152260
118997,,,,,,,,33296
99988,,,,,,,,171932
123848,,,,,,,,23376
140302,,,,,,,,107335
64018,,,,,,,,193414
56584,,,,,,,,106470
79502,,,,,,,,108366
53476,,,,,,,,116370
31526,,,,,,,,158369
97767,,,,,,,,114640
103248,,,,,,,,11289
36881,,,,,,,,87961
100016,,,,,,,,182164
137703,,,,,,,,70695
96647,,,,,,,,69269
56095,,,,,,,,179075
44532,,,,,,,,144844
79591,,,,,,,,69989
77816,,,,,,,,50771
46779,,,,,,,,24074
116489,,,,,,,,93591
150893,,,,,,,,101282
9960,,,,,,,,87105
78657,,,,,,,,78448
106037,,,,,,,,34844
80788,,,,,,,,97635
67382,,,,,,,,103433
86141,,,,,,,,108816
28421,,,,,,,,75215
140151,,,,,,,,147343
68305,,,,,,,,14716
84084,,,,,,,,19557
3018,,,,,,,,37635
11135,,,,,,,,9518
106358,,,,,,,,108546
93564,,,,,,,,30707
38004,,,,,,,,48036
6863,,,,,,,,185913
31915,,,,,,,,173605
135772,,,,,,,,169496
153269,,,,,,,,72214
135518,,,,,,,,17481
78989,,,,,,,,18864
138128,,,,,,,,182910
82214,,,,,,,,183865
124758,,,,,,,,170307
139341,,,,,,,,198088
144088,,,,,,,,164642
83703,,,,,,,,84
159554,,,,,,,,113354
124827,,,,,,,,173064
102334,,,,,,,,62961
66506,,,,,,,,135404
143925,,,,,,,,57329
66297,,,,,,,,126693
54200,,,,,,,,8469
95099,,,,,,,,51342
97582,,,,,,,,132432
41186,,,,,,,,15378
116881,,,,,,,,54391
70545,,,,,,,,90117
27111,,,,,,,,143699
39268,,,,,,,,65342
20221,,,,,,,,38186
72332,,,,,,,,139235
99490,,,,,,,,23792
22762,,,,,,,,96623
151922,,,,,,,,6384
77589,,,,,,,,124009
140985,,,,,,,,5240
22839,,,,,,,,187593
81894,,,,,,,,120099
34919,,,,,,,,49911
137783,,,,,,,,11227
72754,,,,,,,,4478
48770,,,,,,,,83829
45285,,,,,,,,149373
9624,,,,,,,,81398
98715,,,,,,,,64311
10890,,,,,,,,155030
126861,,,,,,,,141839
74270,,,,,,,,75378
70147,,,,,,,,12970
141521,,,,,,,,17130
123045,,,,,,,,175718
141747,,,,,,,,197511
53502,,,,,,,,45807
38951,,,,,,,,35578
54871,,,,,,,,47741
3162,,,,,,,,71395
50923,,,,,,,,163133
87727,,,,,,,,31127
65230,,,,,,,,107528
7816,,,,,,,,22581
8874,,,,,,,,174482
77815,,,,,,,,173385
32449,,,,,,,,155601
140782,,,,,,,,66583
153667,,,,,,,,69241
3753,,,,,,,,43880
117869,,,,,,,,147463
94028,,,,,,,,48072
55477,,,,,,,,162368
79617,,,,,,,,138379
36845,,,,,,,,121345
88984,,,,,,,,6542
105069,,,,,,,,83036
8060,,,,,,,,16187
38213,,,,,,,,148166
68876,,,,,,,,80252
77677,,,,,,,,195662
71367,,,,,,,,116491
64441,,,,,,,,37637
88139,,,,,,,,102364
29540,,,,,,,,128995
28278,,,,,,,,85575
95665,,,,,,,,76230
108800,,,,,,,,92006
160163,,,,,,,,127051
158999,,,,,,,,3487
87446,,,,,,,,89527
71566,,,,,,,,184080
145355,,,,,,,,83966
104248,,,,,,,,5213
51666,,,,,,,,174142
144053,,,,,,,,47094
19723,,,,,,,,71563
63360,,,,,,,,133391
15724,,,,,,,,43275
12890,,,,,,,,61178
37793,,,,,,,,44326
82997,,,,,,,,7990
105258,,,,,,,,105964
4363,,,,,,,,50575
157777,,,,,,,,193344
110877,,,,,,,,70782
54251,,,,,,,,20413
76772,,,,,,,,23595
132847,,,,,,,,150110
62760,,,,,,,,8896
3246,,,,,,,,43370
21812,,,,,,,,3594
95028,,,,,,,,97661
40703,,,,,,,,81683
103460,,,,,,,,152313
45599,,,,,,,,71878
159009,,,,,,,,45424
145907,,,,,,,,136546
11326,,,,,,,,7273
128966,,,,,,,,102836
152564,,,,,,,,92930
52264,,,,,,,,73690
43040,,,,,,,,200733
1389,,,,,,,,31429
126986,,,,,,,,81725
62005,,,,,,,,58317
75598,,,,,,,,128437
96531,,,,,,,,33254
117413,,,,,,,,19285
122809,,,,,,,,64290
2559,,,,,,,,93398
17504,,,,,,,,172395
109098,,,,,,,,11988
94330,,,,,,,,151122
131550,,,,,,,,88452
23228,,,,,,,,116470
129359,,,,,,,,49984
16732,,,,,,,,58607
82369,,,,,,,,174899
120139,,,,,,,,88517
117024,,,,,,,,163698
100106,,,,,,,,15807
148529,,,,,,,,88580
14511,,,,,,,,183025
99330,,,,,,,,58760
100525,,,,,,,,111725
121012,,,,,,,,91117
57588,,,,,,,,84595
88785,,,,,,,,149549
53085,,,,,,,,86641
92503,,,,,,,,65662
77049,,,,,,,,49698
116434,,,,,,,,71307
2651,,,,,,,,20042
3060,,,,,,,,67788
7582,,,,,,,,190409
107149,,,,,,,,37645
146005,,,,,,,,51234
148593,,,,,,,,102524
115975,,,,,,,,84929
89134,,,,,,,,11705
83335,,,,,,,,33084
134121,,,,,,,,113797
91917,,,,,,,,139990
96882,,,,,,,,44924
149322,,,,,,,,6463
20900,,,,,,,,53306
112292,,,,,,,,119196
39311,,,,,,,,77356
58939,,,,,,,,167719
22031,,,,,,,,18326
35096,,,,,,,,153085
160384,,,,,,,,49487
72582,,,,,,,,77724
141903,,,,,,,,36150
101349,,,,,,,,76072
82382,,,,,,,,8407
95015,,,,,,,,51748
60017,,,,,,,,161288
101575,,,,,,,,108305
152519,,,,,,,,129638
56439,,,,,,,,10941
150525,,,,,,,,44209
140332,,,,,,,,6379
48529,,,,,,,,128349
34243,,,,,,,,174316
114016,,,,,,,,184052
38198,,,,,,,,55017
149035,,,,,,,,71916
66231,,,,,,,,159789
64028,,,,,,,,15754
114641,,,,,,,,57529
106250,,,,,,,,152682
83440,,,,,,,,37026
78354,,,,,,,,86732
126928,,,,,,,,183072
91990,,,,,,,,114297
106472,,,,,,,,154397
72647,,,,,,,,110952
158145,,,,,,,,180382
105844,,,,,,,,41790
160023,,,,,,,,42209
85074,,,,,,,,151754
54318,,,,,,,,52580
90318,,,,,,,,117135
117849,,,,,,,,4455
77091,,,,,,,,175102
43978,,,,,,,,32079
65384,,,,,,,,83597
12544,,,,,,,,181712
117708,,,,,,,,157370
50669,,,,,,,,17334
144261,,,,,,,,86307
16741,,,,,,,,36733
64158,,,,,,,,187208
115316,,,,,,,,149719
99149,,,,,,,,2924
136190,,,,,,,,187911
77549,,,,,,,,43114
24014,,,,,,,,158892
37188,,,,,,,,99293
156646,,,,,,,,81226
18282,,,,,,,,32511
25221,,,,,,,,104533
118166,,,,,,,,122752
84105,,,,,,,,176560
150337,,,,,,,,109295
54241,,,,,,,,132969
84866,,,,,,,,27353
56103,,,,,,,,86383
134211,,,,,,,,1291
22502,,,,,,,,122088
74657,,,,,,,,24117
8895,,,,,,,,183480
94186,,,,,,,,28955
126286,,,,,,,,136206
14122,,,,,,,,144496
75858,,,,,,,,155426
113689,,,,,,,,3763
9322,,,,,,,,117218
73684,,,,,,,,120622
89886,,,,,,,,31316
145005,,,,,,,,194622
27012,,,,,,,,95522
86728,,,,,,,,50662
8426,,,,,,,,158146
139078,,,,,,,,160977
88094,,,,,,,,113317
144072,,,,,,,,35352
44278,,,,,,,,57452
73148,,,,,,,,150073
137008,,,,,,,,103040
48749,,,,,,,,166865
17806,,,,,,,,138346
140669,,,,,,,,109877
39542,,,,,,,,147497
148807,,,,,,,,189974
49177,,,,,,,,156834
40827,,,,,,,,154208
30777,,,,,,,,151445
110249,,,,,,,,107021
103302,,,,,,,,117348
49986,,,,,,,,59738
48388,,,,,,,,114497
60492,,,,,,,,164641
54708,,,,,,,,91186
58035,,,,,,,,73036
83510,,,,,,,,176120
104034,,,,,,,,52415
92304,,,,,,,,160022
18990,,,,,,,,177796
74719,,,,,,,,141897
67665,,,,,,,,104060
125135,,,,,,,,5475
37883,,,,,,,,22920
29979,,,,,,,,143616
78964,,,,,,,,117413
18613,,,,,,,,107360
119677,,,,,,,,140686
134711,,,,,,,,173829
80264,,,,,,,,180694
42177,,,,,,,,79252
115421,,,,,,,,123094
102761,,,,,,,,120264
115987,,,,,,,,124927
131644,,,,,,,,37313
85047,,,,,,,,83465
45581,,,,,,,,7324
55847,,,,,,,,170689
57330,,,,,,,,53766
113249,,,,,,,,94659
150709,,,,,,,,29637
91126,,,,,,,,104087
150255,,,,,,,,47192
150453,,,,,,,,194274
16985,,,,,,,,54338
49186,,,,,,,,16960
17961,,,,,,,,87076
159151,,,,,,,,106106
18413,,,,,,,,63827
84458,,,,,,,,146325
11429,,,,,,,,170038
40194,,,,,,,,125580
18421,,,,,,,,144546
67657,,,,,,,,36221
981,,,,,,,,184389
139814,,,,,,,,133078
43403,,,,,,,,72132
124747,,,,,,,,138180
25499,,,,,,,,78090
63789,,,,,,,,175272
58426,,,,,,,,173870
47988,,,,,,,,187314
14446,,,,,,,,2757
57160,,,,,,,,114232
67342,,,,,,,,128533
117268,,,,,,,,188146
1441,,,,,,,,44202
70557,,,,,,,,92419
132088,,,,,,,,118176
128150,,,,,,,,72811
111730,,,,,,,,79825
37473,,,,,,,,133789
110247,,,,,,,,166693
52769,,,,,,,,43751
21049,,,,,,,,87765
78078,,,,,,,,171167
144572,,,,,,,,93669
27801,,,,,,,,153688
48433,,,,,,,,47503
97530,,,,,,,,129082
34525,,,,,,,,159251
90025,,,,,,,,148629
34832,,,,,,,,67595
13374,,,,,,,,1303
119255,,,,,,,,115432
111223,,,,,,,,179143
112792,,,,,,,,63400
72036,,,,,,,,115537
47824,,,,,,,,144460
13470,,,,,,,,110094
51593,,,,,,,,113774
102584,,,,,,,,84712
113282,,,,,,,,198689
121241,,,,,,,,54685
105462,,,,,,,,183385
43156,,,,,,,,171355
32236,,,,,,,,136859
83080,,,,,,,,12719
65853,,,,,,,,180689
78370,,,,,,,,130956
100712,,,,,,,,162930
145963,,,,,,,,187735
119619,,,,,,,,68146
48506,,,,,,,,163166
118598,,,,,,,,187427
19421,,,,,,,,119396
96256,,,,,,,,179312
147574,,,,,,,,45466
22828,,,,,,,,47528
150543,,,,,,,,169337
148259,,,,,,,,191634
1851,,,,,,,,47852
2233,,,,,,,,73407
72110,,,,,,,,10058
76166,,,,,,,,118142
51692,,,,,,,,95478
87532,,,,,,,,97628
130362,,,,,,,,186976
46590,,,,,,,,87196
134193,,,,,,,,70078
21979,,,,,,,,14582
157989,,,,,,,,134647
27977,,,,,,,,29310
51635,,,,,,,,86312
83140,,,,,,,,34120
114389,,,,,,,,86510
60207,,,,,,,,76416
158915,,,,,,,,20032
152786,,,,,,,,92103
36814,,,,,,,,26743
85732,,,,,,,,128848
110137,,,,,,,,152802
23593,,,,,,,,166019
104146,,,,,,,,124488
46470,,,,,,,,23735
155674,,,,,,,,88837
15210,,,,,,,,14667
111712,,,,,,,,3854
33076,,,,,,,,157635
45605,,,,,,,,57353
104475,,,,,,,,39662
136133,,,,,,,,117701
125846,,,,,,,,198247
113428,,,,,,,,103309
35736,,,,,,,,141018
119916,,,,,,,,75701
61454,,,,,,,,33676
116404,,,,,,,,193096
95526,,,,,,,,113411
28577,,,,,,,,148080
112044,,,,,,,,155579
139376,,,,,,,,144374
23388,,,,,,,,150400
97055,,,,,,,,95717
24672,,,,,,,,50233
42860,,,,,,,,30472
67166,,,,,,,,146999
4029,,,,,,,,60341
96566,,,,,,,,102272
17152,,,,,,,,60135
109364,,,,,,,,167731
62194,,,,,,,,106678
33032,,,,,,,,18852
115560,,,,,,,,151249
41778,,,,,,,,20942
102757,,,,,,,,112278
37102,,,,,,,,194994
158406,,,,,,,,198571
151105,,,,,,,,57226
54397,,,,,,,,51515
3077,,,,,,,,41830
54407,,,,,,,,148321
