mac_cnt_1m,mac_cnt_2m,mac_cnt_3m,mac_cnt_d1m,mac_cnt_d2m,mac_cnt_d3m,mac_cnt_p1m,mac_cnt_p2m,mac_cnt_p3m,client_id
105267,,,,0.0,0.0,0.0,,,,40346
152806,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,91112
95539,,,,0.0,0.0,0.0,,,,52855
28865,,,,0.0,0.0,0.0,,,,148191
31591,1.0,2.0,4.0,0.0,-0.3333333333333333,0.0,1.0,3.0,4.0,131255
75268,,,,0.0,0.0,0.0,,,,21813
524,3.0,5.0,8.0,0.5,0.0,0.3333333333333333,2.0,5.0,6.0,36159
117715,,,,0.0,0.0,0.0,,,,122774
62290,,,,0.0,0.0,0.0,,,,96400
95478,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,13833
130118,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,102038
139923,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,124746
126075,,,,0.0,0.0,0.0,,,,66489
86139,,,,0.0,0.0,0.0,,,,122198
49484,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,196799
137972,,,,0.0,0.0,0.0,,,,168979
146632,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,124034
94343,4.0,8.0,10.0,0.0,1.0,1.0,4.0,4.0,5.0,173791
59858,,,,0.0,0.0,0.0,,,,103596
107735,,,,0.0,0.0,0.0,,,,78579
146561,,,,0.0,0.0,0.0,,,,51949
45487,,,,0.0,0.0,0.0,,,,186394
36291,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,154650
44629,,,,0.0,0.0,0.0,,,,98815
30483,,,,0.0,0.0,0.0,,,,186791
138635,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,117105
93915,,,,0.0,0.0,0.0,,,,34994
108439,,,,0.0,0.0,0.0,,,,12587
100993,,,,0.0,0.0,0.0,,,,53767
75554,,,,0.0,0.0,0.0,,,,64321
139230,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,197442
91145,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,66001
106097,,,,0.0,0.0,0.0,,,,199737
158637,,,,0.0,0.0,0.0,,,,15737
65996,,,,0.0,0.0,0.0,,,,76594
12809,,,,0.0,0.0,0.0,,,,61305
103517,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,190711
80425,,,,0.0,0.0,0.0,,,,79170
74844,,,,0.0,0.0,0.0,,,,51504
71698,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,169530
77722,,,,0.0,0.0,0.0,,,,186605
20938,,,,0.0,0.0,0.0,,,,176290
77374,,,,0.0,0.0,0.0,,,,122243
73441,,,,0.0,0.0,0.0,,,,138156
146652,,,,0.0,0.0,0.0,,,,53993
100888,,,,0.0,0.0,0.0,,,,118145
73183,,,,0.0,0.0,0.0,,,,134325
40223,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,37378
84688,,,,0.0,0.0,0.0,,,,103455
138505,3.0,6.0,9.0,0.0,0.0,-0.0999999999999999,3.0,6.0,10.0,104903
19613,,,,0.0,0.0,0.0,,,,74140
8777,,,,0.0,0.0,0.0,,,,198952
38231,,,,0.0,0.0,0.0,,,,32021
33326,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,68507
113053,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,81608
47259,,,,0.0,0.0,0.0,,,,177271
22484,,,,0.0,0.0,0.0,,,,158178
72961,,,,0.0,0.0,0.0,,,,35487
146194,,,,0.0,0.0,0.0,,,,33164
39436,,,,0.0,0.0,0.0,,,,160345
143251,,,,0.0,0.0,0.0,,,,194176
152789,,,,0.0,0.0,0.0,,,,173618
86287,,,,0.0,0.0,0.0,,,,24951
32209,1.0,3.0,4.0,-0.5,0.5,0.0,2.0,2.0,4.0,21469
134860,,,,0.0,0.0,0.0,,,,72259
130078,,,,0.0,0.0,0.0,,,,39649
92311,,,,0.0,0.0,0.0,,,,20063
59692,,,,0.0,0.0,0.0,,,,9708
116285,,,,0.0,0.0,0.0,,,,25882
130953,,,,0.0,0.0,0.0,,,,46758
114306,,,,0.0,0.0,0.0,,,,164104
94643,,,,0.0,0.0,0.0,,,,82666
133921,,,,0.0,0.0,0.0,,,,23702
25914,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,154908
30714,1.0,2.0,5.0,0.0,-0.5,0.0,1.0,4.0,5.0,145685
102587,,,,0.0,0.0,0.0,,,,36416
29121,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,132435
131229,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,43209
132741,,,,0.0,0.0,0.0,,,,82343
42410,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,178200
102832,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,4641
19772,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,181006
37112,,,,0.0,0.0,0.0,,,,3042
41026,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,79222
89879,,,,0.0,0.0,0.0,,,,29585
85834,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,83143
157011,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,196133
45893,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,97220
3443,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,192907
93190,,,,0.0,0.0,0.0,,,,144394
106245,,,,0.0,0.0,0.0,,,,195937
15005,,,,0.0,0.0,0.0,,,,150470
107137,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,96621
11647,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,183481
103492,,,,0.0,0.0,0.0,,,,118252
75301,2.0,4.0,6.0,0.0,0.0,0.2,2.0,4.0,5.0,87991
56253,,,,0.0,0.0,0.0,,,,28995
53887,3.0,6.0,9.0,0.0,0.0,0.2857142857142858,3.0,6.0,7.0,180355
9029,,,,0.0,0.0,0.0,,,,100393
147695,,,,0.0,0.0,0.0,,,,108584
45053,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,70014
27894,,,,0.0,0.0,0.0,,,,169716
156174,,,,0.0,0.0,0.0,,,,28936
109331,,,,0.0,0.0,0.0,,,,180278
100030,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,145916
69602,1.0,3.0,4.0,-0.5,0.0,0.0,2.0,3.0,4.0,174862
11313,,,,0.0,0.0,0.0,,,,79546
52217,,,,0.0,0.0,0.0,,,,86982
58923,,,,0.0,0.0,0.0,,,,92143
44950,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,89072
150509,,,,0.0,0.0,0.0,,,,140819
11784,,,,0.0,0.0,0.0,,,,97623
138683,,,,0.0,0.0,0.0,,,,115760
5323,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,29022
101878,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,72312
150791,,,,0.0,0.0,0.0,,,,106883
135649,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,73744
131027,,,,0.0,0.0,0.0,,,,96068
107127,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,192636
118630,,,,0.0,0.0,0.0,,,,86256
138713,2.0,4.0,6.0,0.0,-0.3333333333333333,-0.4,2.0,6.0,10.0,102226
94359,,,,0.0,0.0,0.0,,,,81433
158231,,,,0.0,0.0,0.0,,,,124175
45690,,,,0.0,0.0,0.0,,,,75752
55814,,,,0.0,0.0,0.0,,,,114755
108222,,,,0.0,0.0,0.0,,,,92398
137231,,,,0.0,0.0,0.0,,,,165236
68613,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,177052
119223,,,,0.0,0.0,0.0,,,,122595
64921,,,,0.0,0.0,0.0,,,,130721
61893,,,,0.0,0.0,0.0,,,,102037
75609,,,,0.0,0.0,0.0,,,,144029
88413,,,,0.0,0.0,0.0,,,,16902
3076,1.0,2.0,3.0,0.0,-0.5,-0.4,1.0,4.0,5.0,196426
39963,,,,0.0,0.0,0.0,,,,159156
145623,,,,0.0,0.0,0.0,,,,154935
149885,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,106129
10963,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,126030
94742,1.0,3.0,5.0,-0.5,0.0,0.25,2.0,3.0,4.0,172681
101674,,,,0.0,0.0,0.0,,,,7865
131742,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,82295
74765,,,,0.0,0.0,0.0,,,,161028
72211,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,94692
77844,,,,0.0,0.0,0.0,,,,62559
145298,,,,0.0,0.0,0.0,,,,188451
29587,,,,0.0,0.0,0.0,,,,11413
106938,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,88665
104880,,,,0.0,0.0,0.0,,,,27454
67615,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,18813
17256,,,,0.0,0.0,0.0,,,,15970
5379,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,127389
6516,,,,0.0,0.0,0.0,,,,140290
147139,,,,0.0,0.0,0.0,,,,178636
2562,,,,0.0,0.0,0.0,,,,121161
123739,,,,0.0,0.0,0.0,,,,156763
45922,,,,0.0,0.0,0.0,,,,52583
41292,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,116108
28398,,,,0.0,0.0,0.0,,,,112584
9622,,,,0.0,0.0,0.0,,,,170257
71940,,,,0.0,0.0,0.0,,,,20664
75368,,,,0.0,0.0,0.0,,,,117157
140403,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,192526
68135,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,47473
64152,,,,0.0,0.0,0.0,,,,43360
152143,,,,0.0,0.0,0.0,,,,164735
43211,,,,0.0,0.0,0.0,,,,126864
143019,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,141646
51179,,,,0.0,0.0,0.0,,,,24946
86569,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,61407
51989,,,,0.0,0.0,0.0,,,,67365
121539,,,,0.0,0.0,0.0,,,,75484
85089,,,,0.0,0.0,0.0,,,,13163
145748,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,128044
41817,,,,0.0,0.0,0.0,,,,128356
112300,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,189254
131923,,,,0.0,0.0,0.0,,,,87335
548,,,,0.0,0.0,0.0,,,,150505
77808,,,,0.0,0.0,0.0,,,,105142
31318,,,,0.0,0.0,0.0,,,,178766
120589,,,,0.0,0.0,0.0,,,,163254
142923,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,4670
36449,,,,0.0,0.0,0.0,,,,148988
5838,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,125842
12160,,,,0.0,0.0,0.0,,,,41246
133257,,,,0.0,0.0,0.0,,,,187841
5417,,,,0.0,0.0,0.0,,,,122535
122399,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,159019
22164,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,200361
156991,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,195851
79140,,,,0.0,0.0,0.0,,,,129096
24358,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,60382
12761,,,,0.0,0.0,0.0,,,,95201
42126,,,,0.0,0.0,0.0,,,,104921
156629,,,,0.0,0.0,0.0,,,,24097
158205,,,,0.0,0.0,0.0,,,,7368
95955,,,,0.0,0.0,0.0,,,,181055
111389,,,,0.0,0.0,0.0,,,,122452
48522,,,,0.0,0.0,0.0,,,,188937
68161,,,,0.0,0.0,0.0,,,,77785
5859,,,1.0,0.0,-1.0,-0.6666666666666667,,2.0,3.0,190543
58841,,,,0.0,0.0,0.0,,,,40617
38808,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,26185
73890,,,,0.0,0.0,0.0,,,,173471
146409,,,,0.0,0.0,0.0,,,,125084
115991,,,,0.0,0.0,0.0,,,,57363
94558,,,,0.0,0.0,0.0,,,,133792
116187,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,23721
35698,,,,0.0,0.0,0.0,,,,30892
100934,,,,0.0,0.0,0.0,,,,4163
38242,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,96540
57968,,,,0.0,0.0,0.0,,,,41671
51806,,,,0.0,0.0,0.0,,,,99354
60,,,,0.0,0.0,0.0,,,,101505
157508,,,,0.0,0.0,0.0,,,,4301
154241,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,199717
69189,,,,0.0,0.0,0.0,,,,150506
18657,,,,0.0,0.0,0.0,,,,188753
88804,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,143998
50906,,,,0.0,0.0,0.0,,,,193284
94190,,,,0.0,0.0,0.0,,,,127037
44131,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,94118
70860,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,38941
63772,3.0,5.0,7.0,0.5,0.6666666666666667,0.3999999999999999,2.0,3.0,5.0,167244
148635,,,,0.0,0.0,0.0,,,,175591
117580,,,,0.0,0.0,0.0,,,,138636
17570,,,,0.0,0.0,0.0,,,,52378
111462,,,,0.0,0.0,0.0,,,,145648
1467,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,123791
111115,1.0,3.0,3.0,-0.5,1.0,1.0,2.0,,,157665
144933,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,166072
22924,,,,0.0,0.0,0.0,,,,143212
58724,,,,0.0,0.0,0.0,,,,27003
34421,,,,0.0,0.0,0.0,,,,73669
64403,,,,0.0,0.0,0.0,,,,195834
152998,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,11337
154078,,,,0.0,0.0,0.0,,,,40470
138094,,,,0.0,0.0,0.0,,,,191130
46426,4.0,7.0,7.0,0.3333333333333333,1.0,1.0,3.0,,,122580
124768,,,,0.0,0.0,0.0,,,,167939
62712,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.4,1.0,3.0,5.0,171750
40350,,,,0.0,0.0,0.0,,,,69431
69086,,,,0.0,0.0,0.0,,,,88493
5783,,,,0.0,0.0,0.0,,,,4137
33288,,,,0.0,0.0,0.0,,,,140135
145526,,,,0.0,0.0,0.0,,,,89076
36345,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.4,1.0,3.0,5.0,121737
344,,,,0.0,0.0,0.0,,,,130669
15001,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,9002
8370,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,28716
132244,,,,0.0,0.0,0.0,,,,29103
129724,,,,0.0,0.0,0.0,,,,153046
91858,,,,0.0,0.0,0.0,,,,98517
145581,1.0,2.0,3.0,0.0,-0.5,-0.4,1.0,4.0,5.0,74486
101543,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,130538
109509,,,,0.0,0.0,0.0,,,,200349
108186,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,103567
52457,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,6102
74224,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,110548
82698,,,,0.0,0.0,0.0,,,,103271
69723,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,89156
50470,,,,0.0,0.0,0.0,,,,22677
28765,,,,0.0,0.0,0.0,,,,139408
47299,,,,0.0,0.0,0.0,,,,145400
55234,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,129108
27288,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,122717
129956,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,169790
65809,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,171565
121409,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,92534
74153,,,,0.0,0.0,0.0,,,,165045
97035,,,,0.0,0.0,0.0,,,,163753
46318,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,130207
132891,,,,0.0,0.0,0.0,,,,97160
56099,,,,0.0,0.0,0.0,,,,145881
148226,,,,0.0,0.0,0.0,,,,28842
94744,,,,0.0,0.0,0.0,,,,2825
154655,,,,0.0,0.0,0.0,,,,78102
15410,,,,0.0,0.0,0.0,,,,40205
713,,,,0.0,0.0,0.0,,,,175169
51009,,,,0.0,0.0,0.0,,,,59943
122781,,,,0.0,0.0,0.0,,,,19383
138140,,,,0.0,0.0,0.0,,,,165974
46378,,,,0.0,0.0,0.0,,,,192559
32142,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,85582
136270,,,,0.0,0.0,0.0,,,,79310
105263,,,,0.0,0.0,0.0,,,,26654
28224,1.0,8.0,9.0,-0.8571428571428572,3.0,2.0,7.0,2.0,3.0,40927
80433,,,,0.0,0.0,0.0,,,,186702
55056,,,,0.0,0.0,0.0,,,,129907
39391,3.0,4.0,5.0,2.0,1.0,1.5,1.0,2.0,2.0,39353
17607,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,81263
84265,,,,0.0,0.0,0.0,,,,52141
92951,,,,0.0,0.0,0.0,,,,171457
130992,,,,0.0,0.0,0.0,,,,51760
131794,,,,0.0,0.0,0.0,,,,50309
67150,,,,0.0,0.0,0.0,,,,200429
17292,,,,0.0,0.0,0.0,,,,147365
53769,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,117727
81104,,,,0.0,0.0,0.0,,,,135827
67524,,,,0.0,0.0,0.0,,,,10995
74766,,,,0.0,0.0,0.0,,,,50176
144239,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,2675
108334,,,,0.0,0.0,0.0,,,,73545
74650,2.0,4.0,6.0,0.0,0.0,-0.1428571428571429,2.0,4.0,7.0,71623
16752,,,,0.0,0.0,0.0,,,,75641
126127,,,,0.0,0.0,0.0,,,,148831
96547,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,106639
83931,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,23755
113584,,,,0.0,0.0,0.0,,,,90225
154108,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,78608
132444,2.0,4.0,6.0,0.0,-0.2,-0.1428571428571429,2.0,5.0,7.0,30487
116145,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,9670
128873,3.0,5.0,8.0,0.5,-0.1666666666666666,0.6000000000000001,2.0,6.0,5.0,199927
907,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,200422
34414,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,11412
87371,,,,0.0,0.0,0.0,,,,112956
91472,,,,0.0,0.0,0.0,,,,46164
66312,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,165154
85415,,,,0.0,0.0,0.0,,,,164844
14058,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,137770
32110,,,,0.0,0.0,0.0,,,,127580
100651,,,,0.0,0.0,0.0,,,,108611
41684,,,,0.0,0.0,0.0,,,,88307
15965,,,,0.0,0.0,0.0,,,,34956
98511,,,,0.0,0.0,0.0,,,,13581
155950,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,31439
91051,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,64018
114183,,,,0.0,0.0,0.0,,,,5425
2466,,,,0.0,-1.0,-1.0,,1.0,2.0,143334
34979,,,,0.0,0.0,0.0,,,,76363
91316,2.0,3.0,4.0,1.0,0.5,-0.2,1.0,2.0,5.0,168540
14158,,,,0.0,0.0,0.0,,,,135477
38074,,,,0.0,0.0,0.0,,,,201171
9096,,,,0.0,0.0,0.0,,,,189012
47873,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,154049
97837,,,,0.0,0.0,0.0,,,,111800
20725,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,109594
1925,,,,0.0,0.0,0.0,,,,56531
158781,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,155152
15346,,,,0.0,0.0,0.0,,,,70835
63378,,,,0.0,0.0,0.0,,,,33719
70988,,,,0.0,0.0,0.0,,,,53015
130178,,,,0.0,0.0,0.0,,,,4262
144761,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,116121
50810,,,,0.0,0.0,0.0,,,,163870
142019,,,,0.0,0.0,0.0,,,,66324
63874,1.0,2.0,3.0,0.0,-0.5,-0.4,1.0,4.0,5.0,130934
113649,,,,0.0,0.0,0.0,,,,28051
79561,,,,0.0,0.0,0.0,,,,29689
133064,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,45710
97275,,,,0.0,0.0,0.0,,,,155939
12800,,,,0.0,0.0,0.0,,,,126742
16193,,,,0.0,0.0,0.0,,,,95962
132544,,,,0.0,0.0,0.0,,,,179332
22030,,,,0.0,0.0,0.0,,,,111287
55903,,,,0.0,0.0,0.0,,,,105260
111682,,,,0.0,0.0,0.0,,,,110550
79055,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,141486
120759,,,,0.0,0.0,0.0,,,,71002
137325,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,181853
63420,,,,0.0,0.0,0.0,,,,188678
65733,,,,0.0,0.0,0.0,,,,61592
43320,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,196660
48785,,,,0.0,0.0,0.0,,,,16601
110448,,,,0.0,0.0,0.0,,,,180548
43036,,,,0.0,0.0,0.0,,,,66548
74238,,,,0.0,0.0,0.0,,,,62986
28650,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,72361
154624,,,,0.0,0.0,0.0,,,,107332
92883,,,,0.0,0.0,0.0,,,,1014
50913,,,,0.0,0.0,0.0,,,,96395
148409,,,,0.0,0.0,0.0,,,,88370
97439,,,,0.0,0.0,0.0,,,,79665
99877,,,,0.0,0.0,0.0,,,,192812
46236,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,145571
4952,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,199286
73888,,,,0.0,0.0,0.0,,,,198276
39182,,,,0.0,0.0,0.0,,,,30794
31332,1.0,1.0,1.0,1.0,1.0,1.0,,,,120185
52616,,,,0.0,0.0,0.0,,,,119057
45136,,,,0.0,0.0,0.0,,,,149604
134882,,,,0.0,0.0,0.0,,,,43725
72306,,,,0.0,0.0,0.0,,,,179710
15170,,,,0.0,0.0,0.0,,,,153874
25530,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,91994
147156,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,89585
9831,1.0,2.0,2.0,0.0,1.0,-0.3333333333333333,1.0,1.0,3.0,13497
147998,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,161895
82442,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,41198
52420,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,185174
51339,,,,0.0,0.0,0.0,,,,144354
4160,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,67785
117735,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,131723
61369,3.0,8.0,11.0,-0.4,0.3333333333333333,0.2222222222222223,5.0,6.0,9.0,51039
36533,,,,0.0,0.0,0.0,,,,115105
134442,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,159284
118888,,,,0.0,0.0,0.0,,,,2659
127082,,,,0.0,0.0,0.0,,,,65782
5808,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,66275
125370,,,,0.0,0.0,0.0,,,,112576
107698,,,,0.0,0.0,0.0,,,,173359
13187,,,,0.0,0.0,0.0,,,,183488
58251,1.0,1.0,1.0,1.0,1.0,1.0,,,,117259
92713,,,,0.0,0.0,0.0,,,,21256
72489,,,,0.0,0.0,0.0,,,,122731
102089,,,,0.0,0.0,0.0,,,,67077
45451,,,,0.0,0.0,0.0,,,,133252
18867,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,109386
6617,,,,0.0,0.0,0.0,,,,179476
95218,,,,0.0,0.0,0.0,,,,123363
82934,,,,0.0,0.0,0.0,,,,30010
107850,,,,0.0,0.0,0.0,,,,175367
24804,,,,0.0,0.0,0.0,,,,54668
37592,1.0,4.0,5.0,-0.6666666666666667,1.0,0.6666666666666667,3.0,2.0,3.0,7853
137835,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,44959
137328,,,,0.0,0.0,0.0,,,,199596
35402,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,98908
126091,,,,0.0,0.0,0.0,,,,121210
56921,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,126667
84495,,,,0.0,0.0,0.0,,,,156822
141457,,,,0.0,0.0,0.0,,,,71854
44181,,,,0.0,0.0,0.0,,,,140378
123416,2.0,4.0,5.0,0.0,1.0,0.6666666666666667,2.0,2.0,3.0,140670
18141,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,140271
131161,,,,0.0,0.0,0.0,,,,185935
143105,,,,0.0,0.0,0.0,,,,157391
146019,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,38274
48828,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,45101
35203,,,,0.0,0.0,0.0,,,,180654
11629,1.0,2.0,2.0,0.0,1.0,1.0,1.0,,,62747
125830,,,,0.0,0.0,0.0,,,,124364
30071,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,197215
105688,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,101306
145882,,,,0.0,0.0,0.0,,,,75312
10786,,,,0.0,0.0,0.0,,,,162037
9484,,,,0.0,0.0,0.0,,,,45092
146526,,,,0.0,0.0,0.0,,,,60981
46888,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,178211
78656,,,,0.0,0.0,0.0,,,,182683
52294,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,7483
143573,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,179447
136990,,,,0.0,0.0,0.0,,,,23352
49490,,,,0.0,0.0,0.0,,,,109773
38099,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,128009
145067,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,182453
72034,,,,0.0,0.0,0.0,,,,136583
77438,,,,0.0,0.0,0.0,,,,51155
60110,1.0,2.0,4.0,0.0,-0.3333333333333333,0.3333333333333333,1.0,3.0,3.0,106506
160267,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,5539
